img,caption
20671.png,a man and a woman walking down the street
06325.png,a woman speaking into a microphone in front of a flag
71486.png,a crowd of people standing next to each other
19742.png,a man flying through the air while riding a skateboard
13640.png,a white plate topped with different types of food
05938.png,a man is talking on a cell phone
78923.png,a black and white photo of a woman holding a black and white dog
67195.png,a man standing next to a woman in front of a fire hydrant
59462.png,a man in a suit sitting at a table
40573.png,a man in a suit and tie holding a microphone
53187.png,a crowd of people watching a baseball game
07659.png,a book that is sitting on top of a table
41250.png,a crowd of people standing next to each other
09268.png,a woman holding a white dog in front of her face
36184.png,a man in a suit talking on a microphone
37629.png,a collage of photos of a woman on a cell phone
67243.png,a woman is talking to a man in a black and white photo
12468.png,a little girl sitting on a couch next to a laptop
84351.png,a woman holding a sign in front of her face
62457.png,a man in a blue shirt holding a sign
41756.png,a little girl with a cartoon character on her head
35674.png,a man and a woman laying on a bed
49280.png,a woman in a pink dress is holding a sign
09385.png,a man with a beard is holding a sign
78906.png,a dog that is standing in the grass
98463.png,a crowd of people standing next to each other
67492.png,a man that is standing in front of a picture
28954.png,a man with a sign on his head
16827.png,a painting of a person holding a vase on top of a table
45960.png,a woman is standing in front of a crowd of people
57869.png,a collage of images of a beach scene with a man on a surfboard
76429.png,a painting of a woman holding a fire hydrant
49726.png,a painting of a man with a rifle in front of trees
09785.png,a young boy is swimming in a pool
48173.png,a crowd of people standing next to each other
68943.png,a painting of a cartoon character with a stuffed animal on top of it
93184.png,a man standing in front of a bunch of bananas
48052.png,a person wearing a hat with a cartoon character on it
65204.png,a man in a suit talking on a cell phone
83264.png,a painting of a man in a suit and tie
87304.png,a man and a dog sitting in front of a window
64097.png,a woman in a red dress standing in front of a red wall
04563.png,a man in a suit talking on a cell phone
17234.png,a man sitting on the back of a white dog
48012.png,a black and white photo of a man in a suit
03751.png,a woman holding a video game remote in her hand
15306.png,a woman sitting on a bench holding a book
72698.png,a man in a suit is reading a newspaper
72850.png,two men standing in front of a fire hydrant
69057.png,a man in a suit standing in front of a sign
42653.png,a white table topped with chairs next to a sign
50683.png,a man in a suit talking on a microphone
52469.png,an old black and white photo of a man in a suit
16927.png,a man in a military uniform holding a gun
04591.png,a fire hydrant spewing water into the air
47250.png,an old black and white photo of a man in a suit
06541.png,a picture of a man in a suit and tie
32415.png,a girl in a red shirt is holding a pink frisbee
71954.png,a man sitting in a chair talking on a cell phone
75934.png,a large group of people sitting on top of a dirt field
87925.png,a man that is standing in front of a wall
71845.png,a little girl that is standing in the grass
29574.png,a white dog laying on top of a white box
97510.png,a piece of meat sitting on top of a wooden cutting board
49680.png,a large group of people standing in front of a flag
50783.png,a woman standing in front of a fire hydrant
75362.png,a little girl sitting on top of a toy train
42137.png,a close up of a picture of a black and white picture of a black and white picture of a black and white picture of a black and white picture of
82793.png,a cartoon character with a dog on his head
70613.png,a man in a suit and tie posing for a picture
98543.png,a collage of photos of a woman in a kitchen
05872.png,a pile of garbage sitting on top of a building
17290.png,a young girl wearing glasses and a scarf
65809.png,a black and white photo of a building with smoke coming out of it
85476.png,a woman holding a sign in front of a building
26894.png,a man in a red shirt and a woman in a red dress
21739.png,a flock of birds flying through the air
73105.png,a large group of people standing in front of a wall
65389.png,a man in a suit talking on a cell phone
34950.png,a person sitting in front of a bus
71453.png,a man in a suit and tie standing next to a man in a suit and tie
03756.png,a man on a motorcycle with a banana in his mouth
74963.png,a man in a white shirt is holding a loaf of bread
61094.png,a woman that is laying down on a bed
71930.png,a man wearing a suit and tie
30249.png,a black and white photo of a sheep on a grassy field
74805.png,two men standing next to each other in front of a window
65298.png,a bowl of soup and a spoon on a table
56741.png,a man and a woman posing for a picture
69073.png,a crowd of people standing around a christmas tree
17643.png,a woman standing in a kitchen preparing food
20159.png,a crowd of people standing in front of a building
08297.png,a woman holding a cell phone in her hand
85192.png,a woman wearing a hat standing next to a sign
48236.png,a person cutting a piece of paper with scissors
52936.png,a woman sitting next to a man on a bed
23154.png,a collage of photos of a woman in a suit
26987.png,a woman standing in front of a building
62891.png,a blue blue and white striped blue and white striped blue and white striped blue and white striped blue and white striped blue and white striped blue and white striped blue
06179.png,a man standing next to a bunch of flowers
61743.png,a man posing for a picture with a dog
17835.png,a crowd of people standing in front of a sign
35091.png,a girl sitting on the ground next to a white dog
89362.png,a man wearing glasses and a tie
83206.png,an old photo of a group of men in uniform
94620.png,a man in a suit talking on a cell phone
41680.png,a black and white photo of a black and white photo of a black and white photo of a black and white photo of a black and white photo of a
05643.png,a man in a suit talking on a cell phone
47095.png,a black and white photo of a man in a suit
54069.png,a crowd of people standing next to each other
10857.png,a man in a suit talking on a microphone
